ProbeSet	Symbol	Name	EntrezID
M86667_at	NAP1L1	nucleosome assembly protein 1-like 1	4673
M86699_at	TTK	TTK protein kinase	7272
M86707_at	NMT1	N-myristoyltransferase 1	4836
M86737_at	SSRP1	structure specific recognition protein 1	6749
M86752_at	STIP1	stress-induced-phosphoprotein 1	10963
M86808_at	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	5161
M86826_at	IGFALS	insulin-like growth factor binding protein, acid labile subunit	3483
M86849_at	GJB2	gap junction protein, beta 2, 26kDa	2706
M86852_at	PEX2	peroxisomal biogenesis factor 2	5828
M86868_at	GABRR2	gamma-aminobutyric acid (GABA) receptor, rho 2	2570
M86917_at	OSBP	oxysterol binding protein	5007
M86934_at	HDHD1	haloacid dehalogenase-like hydrolase domain containing 1	8226
M87284_at	OAS2	2@#$%&-5@#$%&-oligoadenylate synthetase 2, 69/71kDa	4939
M87338_at	RFC2	replication factor C (activator 1) 2, 40kDa	5982
M87339_at	RFC4	replication factor C (activator 1) 4, 37kDa	5984
M87434_at	OAS2	2@#$%&-5@#$%&-oligoadenylate synthetase 2, 69/71kDa	4939
M87499_at	CCNO	cyclin O	10309
M87503_at	IRF9	interferon regulatory factor 9	10379
M87860_at	LGALS2	lectin, galactoside-binding, soluble, 2	3957
M88108_at	KHDRBS1	KH domain containing, RNA binding, signal transduction associated 1	10657
M88163_at	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	6594
M88279_at	FKBP4	FK506 binding protein 4, 59kDa	2288
M88282_at	CD96	CD96 molecule	10225
M88338_at	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	11135
M88458_at	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	11014
M88468_at	MVK	mevalonate kinase	4598
M88579_at	ZNF187	zinc finger protein 187	7741
M89473_at	TACR3	tachykinin receptor 3	6870
M89796_rna1_at	MS4A2	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)	2206
M89955_at	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D	3352
M89957_at	CD79B	CD79b molecule, immunoglobulin-associated beta	974
M90299_at	GCK	glucokinase (hexokinase 4)	2645
M90359_at	AKAP5	A kinase (PRKA) anchor protein 5	9495
M90366_at	ZP2	zona pellucida glycoprotein 2 (sperm receptor)	7783
M90516_at	GFPT1	glutamine--fructose-6-phosphate transaminase 1	2673
M90656_at	GCLC	glutamate-cysteine ligase, catalytic subunit	2729
M90657_at	TM4SF1	transmembrane 4 L six family member 1	4071
M90696_at	CTSS	cathepsin S	1520
M90820_at	FKBP3	FK506 binding protein 3, 25kDa	2287
M91029_cds2_at	AMPD2	adenosine monophosphate deaminase 2	271
M91036_rna1_at			
M91083_at	RASSF7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	8045
M91196_at	IRF8	interferon regulatory factor 8	3394
M91432_at	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	34
M91438_at	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)	6691
M91467_at	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E	3354
M91585_at	BRPF1	bromodomain and PHD finger containing, 1	7862
M91592_at	ZNF76	zinc finger protein 76	7629
M91670_at	UBE2S	ubiquitin-conjugating enzyme E2S	27338
M92287_at	CCND3	cyclin D3	896
M92303_at	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	782
M92357_at	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	7127
M92424_at	MDM2	Mdm2 p53 binding protein homolog (mouse)	4193
M92432_at	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	3000
M92439_at	LRPPRC	leucine-rich PPR-motif containing	10128
M92449_at	NAAA	N-acylethanolamine acid amidase	27163
M92934_at	CTGF	connective tissue growth factor	1490
M93036_at	EPCAM	epithelial cell adhesion molecule	4072
M93056_at	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	1992
M93107_at	BDH1	3-hydroxybutyrate dehydrogenase, type 1	622
M93119_at	INSM1	insulinoma-associated 1	3642
M93221_at	MRC1	mannose receptor, C type 1	4360
M93283_at	PNLIPRP1	pancreatic lipase-related protein 1	5407
M93284_at	PNLIPRP2	pancreatic lipase-related protein 2	5408
M93405_at	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	4329
M93415_at	ACVR2A	activin A receptor, type IIA	92
M93425_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12	5782
M93426_at	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	5803
M93650_at	PAX6	paired box 6	5080
M93718_at	NOS3	nitric oxide synthase 3 (endothelial cell)	4846
M94065_at	DHODH	dihydroorotate dehydrogenase (quinone)	1723
M94077_at	LOR	loricrin	4014
M94151_at	CTNNA2	catenin (cadherin-associated protein), alpha 2	1496
M94167_at	NRG1	neuregulin 1	3084
M94250_at	MDK	midkine (neurite growth-promoting factor 2)	4192
M94345_at	CAPG	capping protein (actin filament), gelsolin-like	822
M94362_at	LMNB2	lamin B2	84823
M94547_at	MYL7	myosin, light chain 7, regulatory	58498
M94556_at	SSBP1	single-stranded DNA binding protein 1	6742
M94630_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	3184
M94633_at	RAG2	recombination activating gene 2	5897
M94856_at	FABP5	fatty acid binding protein 5 (psoriasis-associated)	2171
M94893_at	TSPY1	testis specific protein, Y-linked 1	7258
M95167_at	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	6531
M95178_at	ACTN1	actinin, alpha 1	87
M95549_at	SLC5A2	solute carrier family 5 (sodium/glucose cotransporter), member 2	6524
M95610_at	COL9A2	collagen, type IX, alpha 2	1298
M95623_cds1_at	HMBS	hydroxymethylbilane synthase	3145
M95627_at	AAMP	angio-associated, migratory cell protein	14
M95678_at	PLCB2	phospholipase C, beta 2	5330
M95712_at	BRAF	v-raf murine sarcoma viral oncogene homolog B1	673
M95724_at	CENPC1	centromere protein C 1	1060
M95767_at	CTBS	chitobiase, di-N-acetyl-	1486
M95787_at	TAGLN	transgelin	6876
M95809_at	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	2965
M95925_at	NRL	neural retina leucine zipper	4901
M95929_at	SFXN3	sideroflexin 3	81855
M96326_rna1_at	AZU1	azurocidin 1	566
M96684_at	PURA	purine-rich element binding protein A	5813
M96739_at	NHLH1	nescient helix loop helix 1	4807
M96740_at	NHLH2	nescient helix loop helix 2	4808
M96759_rna1_at	ROM1	retinal outer segment membrane protein 1	6094
M96789_at	GJA4	gap junction protein, alpha 4, 37kDa	2701
M96803_at	SPTBN1	spectrin, beta, non-erythrocytic 1	6711
M96859_at	DPP6	dipeptidyl-peptidase 6	1804
M96944_at	PAX5	paired box 5	5079
M96980_at	MYT1	myelin transcription factor 1	4661
M96982_at	U2AF1	U2 small nuclear RNA auxiliary factor 1	7307
M97287_at	SATB1	SATB homeobox 1	6304
M97388_at	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	1810
M97496_at	GUCA2A	guanylate cyclase activator 2A (guanylin)	2980
M97639_at	ROR2	receptor tyrosine kinase-like orphan receptor 2	4920
M97675_at	ROR1	receptor tyrosine kinase-like orphan receptor 1	4919
M97815_at	CRABP2	cellular retinoic acid binding protein 2	1382
M97856_at	NASP	nuclear autoantigenic sperm protein (histone-binding)	4678
M97925_rna1_at	DEFA5	defensin, alpha 5, Paneth cell-specific	1670
M97936_at	STAT1	signal transducer and activator of transcription 1, 91kDa	6772
M98045_at	FPGS	folylpolyglutamate synthase	2356
M98343_at	CTTN	cortactin	2017
M98447_rna1_at	TGM1	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	7051
M98528_at	D4S234E	DNA segment on chromosome 4 (unique) 234 expressed sequence	27065
M98539_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)	5730
M98776_rna1_at	KRT1	keratin 1	3848
M98833_at	FLI1	Friend leukemia virus integration 1	2313
M99063_at	KRT76	keratin 76	51350
M99487_at	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1	2346
M99564_at	OCA2	oculocutaneous albinism II	4948
M99701_at	TCEAL1	transcription elongation factor A (SII)-like 1	9338
S34389_at	HMOX2	heme oxygenase (decycling) 2	3163
S39329_at	KLK2	kallikrein-related peptidase 2	3817
S42303_at	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	1000
S42457_at	CNGA1	cyclic nucleotide gated channel alpha 1	1259
S43646_at	KRT2	keratin 2	3849
S45630_at	CRYAB	crystallin, alpha B	1410
S46622_at	PPP3CC	protein phosphatase 3, catalytic subunit, gamma isozyme	5533
S48983_at	SAA4	serum amyloid A4, constitutive	6291
S50223_at	ZNF22	zinc finger protein 22 (KOX 15)	7570
S53911_at	CD34	CD34 molecule	947
S55606_at	BTC	betacellulin	685
S57235_at	CD68	CD68 molecule	968
S57887_at	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	7941
S58544_at	SPAG1	sperm associated antigen 1	6674
S58733_at			
S59049_at	RGS1	regulator of G-protein signaling 1	5996
S59184_at	RYK	RYK receptor-like tyrosine kinase	6259
S61953_at	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	2065
S62539_at	IRS1	insulin receptor substrate 1	3667
S63912_at	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	10151
S65583_rna1_at	ACRV1	acrosomal vesicle protein 1	56
S65738_at	DSTN	destrin (actin depolymerizing factor)	11034
S66431_at	KDM5A	lysine (K)-specific demethylase 5A	5927
S66793_at	ARR3	arrestin 3, retinal (X-arrestin)	407
S67070_at	HSPB2	heat shock 27kDa protein 2	3316
S67156_at	ASPA	aspartoacylase	443
S67325_at	PCCB	propionyl CoA carboxylase, beta polypeptide	5096
S67798_at	SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	6677
S67970_at	ZNF75D	zinc finger protein 75D	7626
S68616_at	SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	6548
S69115_at	NKG7	natural killer cell group 7 sequence	4818
S69189_at	ACOX1	acyl-CoA oxidase 1, palmitoyl	51
S69232_at	ETFDH	electron-transferring-flavoprotein dehydrogenase	2110
S69790_at	WASF3	WAS protein family, member 3	10810
S69965_at	SNCB	synuclein, beta	6620
S70004_at	GYS2	glycogen synthase 2 (liver)	2998
S70348_at	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	3690
S70585_rna1_at	CGA	glycoprotein hormones, alpha polypeptide	1081
S70609_at	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	6536
S71018_at	PPIC	peptidylprolyl isomerase C (cyclophilin C)	5480
S71129_at	ACHE	acetylcholinesterase	43
S71824_at	NCAM1	neural cell adhesion molecule 1	4684
S72008_at	SEPT7	septin 7	989
S72370_at	PC	pyruvate carboxylase	5091
S72487_at	ODF3B	outer dense fiber of sperm tails 3B	440836
S72869_at	CCDC6	coiled-coil domain containing 6	8030
S72904_at	ENOX2	ecto-NOX disulfide-thiol exchanger 2	10495
S73149_at	MIR483	microRNA 483	619552
S73205_at			
S73591_at	TXNIP	thioredoxin interacting protein	10628
S73813_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
S74017_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2	4780
S74221_at	IK	IK cytokine, down-regulator of HLA II	3550
S74445_at	CRABP1	cellular retinoic acid binding protein 1	1381
S74683_at	ART1	ADP-ribosyltransferase 1	417
S74728_at	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	501
S75168_rna1_at	MATK	megakaryocyte-associated tyrosine kinase	4145
S75174_at	E2F4	E2F transcription factor 4, p107/p130-binding	1874
S75295_at	KPNA1	karyopherin alpha 1 (importin alpha 5)	3836
S75313_at	ATXN3	ataxin 3	4287
S75463_at	TUFM	Tu translation elongation factor, mitochondrial	7284
S75989_at	SLC6A11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	6538
S76067_at	CNGA2	cyclic nucleotide gated channel alpha 2	1260
S76475_at	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	4916
S76617_at	BLK	B lymphoid tyrosine kinase	640
S76965_at	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	5569
S76992_at	VAV2	vav 2 guanine nucleotide exchange factor	7410
S77094_at	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	1134
S77356_at	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	539
S77361_at			
S77393_at	KLF3	Kruppel-like factor 3 (basic)	51274
S77415_at	MC4R	melanocortin 4 receptor	4160
S77575_at			
S77576_at			
S77583_at			
S77763_at	NFE2	nuclear factor (erythroid-derived 2), 45kDa	4778
S77812_at	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	2321
S78085_at	PDCD2	programmed cell death 2	5134
S78187_at	CDC25B	cell division cycle 25 homolog B (S. pombe)	994
S78203_at	SLC15A2	solute carrier family 15 (H+/peptide transporter), member 2	6565
S78296_at	INA	internexin neuronal intermediate filament protein, alpha	9118
S78432_xpt1_at	TSPAN31	tetraspanin 31	6302
S78569_at	LAMA4	laminin, alpha 4	3910
S78653_at	MAS1L	MAS1 oncogene-like	116511
S78723_rna2_at	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	3356
S79048_at	PRR4	proline rich 4 (lacrimal)	11272
S79267_at	CD4	CD4 molecule	920
S79281_at	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	6035
S79522_at	RPS27A	ribosomal protein S27a	6233
S79639_at	EXT1	exostosin 1	2131
S79781_at	WT1-AS	WT1 antisense RNA (non-protein coding)	51352
S79854_at	DIO3	deiodinase, iodothyronine, type III	1735
S80050_at	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	4249
S80335_at	ITGB7	integrin, beta 7	3695
S80343_at	RARS	arginyl-tRNA synthetase	5917
S80562_at	CNN3	calponin 3, acidic	1266
S81003_at	UBE2L3	ubiquitin-conjugating enzyme E2L 3	7332
S81083_cds1_at	ADD2	adducin 2 (beta)	119
S81221_at	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	4047
S81294_at			
S81419_at	DMD	dystrophin	1756
S81439_at	KLF10	Kruppel-like factor 10	7071
S81578_at	RPL7L1	ribosomal protein L7-like 1	285855
S81893_at			
S81914_at	IER3	immediate early response 3	8870
S81916_at	PGK1	phosphoglycerate kinase 1	5230
S81944_at	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	2559
S81957_at	BMP5	bone morphogenetic protein 5	653
S82024_at	STMN2	stathmin-like 2	11075
S82075_at			
S82185_at			
S82198_at	CTRC	chymotrypsin C (caldecrin)	11330
S82240_at	RND3	Rho family GTPase 3	390
S82470_at	MBOAT7	membrane bound O-acyltransferase domain containing 7	79143
S82472_at			
S82592_at	MECOM	MDS1 and EVI1 complex locus	2122
S83198_at	PROL1	proline rich, lacrimal 1	58503
S83249_at			
S83308_at	SOX5	SRY (sex determining region Y)-box 5	6660
S83364_at	C20orf24	chromosome 20 open reading frame 24	55969
S83365_at	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	10897
S83366_cds1_at			
S83366_cds3_at			
S83549_at	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	6549
S85655_at	PHB	prohibitin	5245
S85963_at	IRS1	insulin receptor substrate 1	3667
S87759_at	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A	5494
S90469_at	POR	P450 (cytochrome) oxidoreductase	5447
S94421_at			
S95936_at	TF	transferrin	7018
U00115_at	BCL6	B-cell CLL/lymphoma 6	604
U00238_rna1_at	PPAT	phosphoribosyl pyrophosphate amidotransferase	5471
U00672_at	IL10RA	interleukin 10 receptor, alpha	3587
U00921_at	LST1	leukocyte specific transcript 1	7940
U00930_at	CHD8	chromodomain helicase DNA binding protein 8	57680
U00943_at			
U00944_at	ALG13	asparagine-linked glycosylation 13 homolog (S. cerevisiae)	79868
U00946_at	WNK1	WNK lysine deficient protein kinase 1	65125
U00951_at	ZFR	zinc finger RNA binding protein	51663
U00952_at	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	57326
U00954_at	UGP2	UDP-glucose pyrophosphorylase 2	7360
U00957_at	AKAP10	A kinase (PRKA) anchor protein 10	11216
U00968_at	SREBF1	sterol regulatory element binding transcription factor 1	6720
U01038_at	PLK1	polo-like kinase 1	5347
U01062_at	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	3710
U01102_at	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	7356
U01120_at	G6PC	glucose-6-phosphatase, catalytic subunit	2538
U01147_at	ABR	active BCR-related gene	29
U01157_at	GLP1R	glucagon-like peptide 1 receptor	2740
U01160_at	TSPAN31	tetraspanin 31	6302
U01212_at	OMP	olfactory marker protein	4975
U01317_cds1_at	HBE1	hemoglobin, epsilon 1	3046
U01317_cds6_at	HBB	hemoglobin, beta	3043
U01824_at	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	6506
U01833_at	NUBP1	nucleotide binding protein 1	4682
U01877_at	EP300	E1A binding protein p300	2033
U01922_at			
U01923_at	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2 (H@#$%&)	3188
U02019_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	3184
U02020_at	NAMPT	nicotinamide phosphoribosyltransferase	10135
U02031_at	SREBF2	sterol regulatory element binding transcription factor 2	6721
U02081_at	NET1	neuroepithelial cell transforming 1	10276
U02082_at	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	7984
U02310_at	FOXO1	forkhead box O1	2308
U02493_at	NONO	non-POU domain containing, octamer-binding	4841
U02556_at	DYNLT3	dynein, light chain, Tctex-type 3	6990
U02570_at	ARHGAP1	Rho GTPase activating protein 1	392
U02609_at	TBL3	transducin (beta)-like 3	10607
U02619_at	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	2975
U02632_at	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	3778
U02680_at	TWF1	twinfilin, actin-binding protein, homolog 1 (Drosophila)	5756
U02687_at	FLT3	fms-related tyrosine kinase 3	2322
U03056_at	HYAL1	hyaluronoglucosaminidase 1	3373
U03057_at	FSCN1	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	6624
U03090_at	PLA2G5	phospholipase A2, group V	5322
U03100_at	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	1495
U03105_at	PNRC1	proline-rich nuclear receptor coactivator 1	10957
U03187_at	IL12RB1	interleukin 12 receptor, beta 1	3594
U03270_at	CETN1	centrin, EF-hand protein, 1	1068
U03272_at	FBN2	fibrillin 2	2201
U03274_at	BTD	biotinidase	686
U03398_at	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	8744
U03399_at	TCP10	t-complex 10 homolog (mouse)	6953
U03486_at	GJA5	gap junction protein, alpha 5, 40kDa	2702
U03634_at	AKAP13	A kinase (PRKA) anchor protein 13	11214
U03642_at	APLNR	apelin receptor	187
U03644_at	CIR1	corepressor interacting with RBPJ, 1	9541
U03688_at	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	1545
U03851_at	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	830
U03877_at	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	2202
U03886_at	PNPLA4	patatin-like phospholipase domain containing 4	8228
U03891_at			
U03905_at	CCR2	chemokine (C-C motif) receptor 2	729230
U03911_at	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	4436
U04209_at	MFAP1	microfibrillar-associated protein 1	4236
U04270_at	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	3757
U04313_at	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	5268
U04325_cds3_at			
U04343_at	CD86	CD86 molecule	942
U04520_at	COL4A5	collagen, type IV, alpha 5	1287
U04735_at	HSPA13	heat shock protein 70kDa family, member 13	6782
U04810_at	TROAP	trophinin associated protein (tastin)	10024
U04811_at	TRO	trophinin	7216
U04840_at	NOVA1	neuro-oncological ventral antigen 1	4857
U04847_at	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598
U04898_at	RORA	RAR-related orphan receptor A	6095
U05040_at	FUBP1	far upstream element (FUSE) binding protein 1	8880
U05227_at	RAB40B	RAB40B, member RAS oncogene family	10966
U05237_at	BPTF	bromodomain PHD finger transcription factor	2186
U05259_rna1_at	CD79A	CD79a molecule, immunoglobulin-associated alpha	973
U05291_at	FMOD	fibromodulin	2331
U05321_at	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	6567
U05340_at	CDC20	cell division cycle 20 homolog (S. cerevisiae)	991
U05589_at			
U05659_at	HSD17B3	hydroxysteroid (17-beta) dehydrogenase 3	3293
U05875_at	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	3460
U06088_at	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase	2588
U06233_at	POU4F2	POU class 4 homeobox 2	5458
U06452_at	MLANA	melan-A	2315
U06454_at	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	5563
U06631_at	DCAF8	DDB1 and CUL4 associated factor 8	50717
